"lfdn";"external_lfdn";"tester";"dispcode";"lastpage";"quality";"duration";"condition";"cyberball_played";"consent";"worker_id";"nt1";"nt2";"nt3";"nt4";"mood";"v_169";"b5_e1_r";"b5_a1";"b5_c1_r";"b5_n1_r";"b5_o1_r";"b5_e2";"b5_a2_r";"b5_c2";"b5_n2";"b5_o2";"excluded";"ignored";"received_tosses";"sex";"occupation";"age";"native";"no_native";"seriousness";"use_data";"use_data_reason";"comments";"task1_1";"task1_2";"task1_3";"task1_4";"task1_5";"task1_6";"task1_7";"task1_8";"task1_9";"task1_10";"task1_11";"task1_12";"task1_13";"task1_14";"task1_15";"task1_16";"task1_17";"task1_18";"task1_19";"task1_20";"task1_21";"task1_22";"task1_23";"task1_24";"task1_25";"task1_26";"task1_27";"task1_28";"task1_29";"task1_30";"task1_31";"task1_32";"task1_33";"task1_34";"task1_35";"task1_36";"task1_37";"task1_38";"task1_39";"task1_40";"task2_1";"task2_2";"task2_3";"task2_4";"task2_5";"task2_6";"task2_7";"task2_8";"task2_9";"task2_10";"task2_11";"task2_12";"task2_13";"task2_14";"task2_15";"task2_16";"task2_17";"task2_18";"task2_19";"task2_20";"browser";"referer";"device_type";"participant_browser";"participant_browser_version";"participant_os";"participant_device";"participant_brand";"participant_model";"participant_isbot";"participant_continent";"participant_country";"participant_region";"participant_city";"participant_latitude";"participant_longitude";"quota";"quota_assignment";"quota_rejected_id";"page_history";"hflip";"vflip";"output_mode";"javascript";"flash";"session_id";"language";"cleaned";"ats";"datetime";"date_of_last_access";"date_of_first_mail";"rts6914690";"rts6915068";"rts6915822";"rts6915836";"rts6915840";"rts6915841";"rts6941320";"rts6941323";"rts6941326";"rts6941327";"rts6941335";"rts6941336";"rts6941337";"rts6941339";"rts6941344";"rts6944524";"rts6945204";"rts6945209";"tic"
"26";"0";"0";"31";"6900361";"-77";"598";"2";"2";"1";"60ff399949a71b6b696b4c82";"1";"1";"1";"1";"1";"1";"4";"4";"4";"1";"2";"2";"5";"4";"5";"4";"9";"9";"5";"1";"Marketing Manager";"27";"1";"-77";"7";"2";"-77";"-77";"1";"2";"1";"2";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"2";"1";"2";"1";"1";"2";"1";"2";"1";"1";"2";"1";"2";"1";"2";"2";"1";"1";"1";"1";"1";"1";"1";"1";"2";"5";"3";"3";"2";"6";"2";"5";"4";"1";"2";"5";"2";"4";"3";"5";"4";"6";"5";"2";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36";"-77";"0";"0";"-77";"0";"0";"0";"0";"0";"0";"0";"-77";"-77";"-77";"-77";"0";"-77";"0";"6941339,6941340,6914690,6914691,6941327,6941328,6941320,6941326,6941344,6944524,6944525,6944527,6944528,6941323,6915836,6915027,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6945209,6915840,6915821,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915841,6945204,6941335,6941336,6941337,6900361";"0";"0";"0";"-77";"-77";"7d49d2b8431ae36e76283af589b1f01e";"2";"0";"1627472364";"2021-07-28 11:39:24";"2021-07-28 11:49:22";"0000-00-00 00:00:00";"161";"412";"522";"299";"420";"548";"174";"285";"177";"166";"573";"595";"598";"150";"185";"188";"562";"418";"79ec2c048ba5972e123969f541dad0ae"
"27";"0";"0";"31";"6900361";"-77";"453";"1";"2";"1";"60ff30f3bc42a1631f5758ee";"8";"8";"7";"8";"8";"2";"2";"4";"4";"2";"5";"5";"4";"5";"4";"5";"2";"3";"43";"2";"manager";"26";"1";"-77";"7";"2";"-77";"-77";"1";"1";"1";"1";"2";"1";"2";"2";"1";"1";"1";"2";"1";"1";"1";"1";"1";"1";"2";"1";"1";"1";"2";"1";"1";"2";"1";"2";"2";"1";"1";"1";"2";"1";"1";"2";"1";"1";"2";"2";"5";"5";"5";"5";"3";"6";"5";"5";"4";"3";"7";"3";"2";"4";"6";"5";"3";"3";"5";"6";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15";"-77";"0";"0";"-77";"0";"0";"0";"0";"0";"0";"0";"-77";"-77";"-77";"-77";"0";"-77";"0";"6941339,6941340,6914690,6914691,6941327,6941328,6941320,6941326,6941344,6944524,6944525,6944526,6944527,6941323,6915836,6915027,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6945209,6915840,6915821,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915841,6915841,6915841,6945204,6941335,6941336,6941337,6900361";"0";"1";"0";"-77";"-77";"985e4cb07e5a445056aee04ae2640946";"2";"0";"1627472388";"2021-07-28 11:39:48";"2021-07-28 11:47:21";"0000-00-00 00:00:00";"14";"269";"358";"189";"291";"384";"25";"166";"34";"21";"426";"451";"453";"5";"55";"63";"412";"283";"49dadd5f535e4e111235521f05f52866"
"28";"0";"0";"31";"6900361";"-77";"1268";"2";"2";"1";"60fc5ea3fa39e5faed9848a3";"2";"2";"5";"1";"2";"2";"5";"5";"2";"5";"2";"1";"2";"5";"1";"5";"9";"9";"11";"1";"Teacher";"41";"1";"-77";"7";"2";"-77";"-77";"1";"1";"1";"2";"1";"1";"1";"2";"1";"1";"1";"1";"1";"2";"1";"1";"1";"1";"2";"1";"2";"1";"1";"1";"1";"1";"2";"2";"2";"1";"1";"1";"2";"1";"1";"1";"1";"1";"1";"1";"7";"7";"7";"3";"4";"6";"2";"4";"2";"6";"1";"5";"1";"6";"6";"5";"7";"5";"2";"6";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36";"-77";"0";"0";"-77";"0";"0";"0";"0";"0";"0";"0";"-77";"-77";"-77";"-77";"0";"-77";"0";"6941339,6941340,6914690,6914691,6941327,6941328,6941320,6941326,6941344,6944524,6944525,6944527,6944528,6941323,6915836,6915027,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6945209,6915840,6915821,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915841,6945204,6941335,6941336,6941337,6900361";"1";"0";"0";"-77";"-77";"caaf0e4f1a4a83edbd16e2d15f209254";"2";"0";"1627472418";"2021-07-28 11:40:18";"2021-07-28 12:01:26";"0000-00-00 00:00:00";"44";"634";"953";"417";"662";"986";"64";"366";"172";"52";"1248";"1264";"1268";"22";"210";"219";"1038";"649";"f95e863df608f0600c76fc3ac0dec923"
"29";"0";"0";"31";"6900361";"-77";"652";"1";"2";"1";"60fdb4c4f1a11f75e581b607";"3";"4";"4";"3";"3";"2";"5";"4";"1";"1";"2";"1";"4";"4";"5";"5";"8";"8";"20";"1";"Marketing";"29";"1";"-77";"7";"2";"-77";"-77";"1";"1";"1";"1";"1";"1";"1";"2";"1";"1";"1";"1";"2";"1";"2";"2";"2";"2";"1";"1";"2";"2";"2";"1";"1";"1";"2";"2";"2";"1";"2";"1";"1";"1";"2";"1";"2";"1";"1";"1";"2";"6";"5";"6";"2";"6";"7";"5";"5";"2";"6";"4";"2";"4";"5";"3";"1";"6";"6";"2";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36";"-77";"0";"0";"-77";"0";"0";"0";"0";"0";"0";"0";"-77";"-77";"-77";"-77";"0";"-77";"0";"6941339,6941340,6914690,6914691,6941327,6941328,6941320,6941326,6941344,6944524,6944525,6944526,6944527,6941323,6915836,6915027,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6945209,6915840,6915821,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915841,6945204,6941335,6941336,6941337,6900361";"0";"1";"0";"-77";"-77";"871e74a6f245f78adfd8aa68634d102b";"2";"0";"1627472438";"2021-07-28 11:40:38";"2021-07-28 11:51:30";"0000-00-00 00:00:00";"44";"401";"538";"249";"428";"581";"58";"217";"71";"49";"634";"650";"652";"33";"92";"100";"604";"413";"d7376a33085ed408ce62fe0281736df5"
"30";"0";"0";"31";"6941341";"-77";"12";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"Mozilla/5.0 (Linux; Android 11; SM-A415F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.115 Mobile Safari/537.36";"-77";"0";"0";"-77";"0";"0";"0";"0";"0";"0";"0";"-77";"-77";"-77";"-77";"0";"-77";"0";"6941339,6941340,6941341";"1";"0";"0";"-77";"-77";"00f4de4099096500fc157461afa0e9a5";"2";"0";"1627472453";"2021-07-28 11:40:53";"2021-07-28 11:41:05";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"12";"0";"0";"0";"0";"-77"
"31";"0";"0";"31";"6900361";"-77";"898";"1";"2";"1";"60fce6daadd957dd5809eb14";"8";"8";"6";"8";"9";"2";"4";"4";"5";"4";"5";"4";"5";"4";"4";"5";"1";"1";"50";"1";"Student";"19";"1";"-77";"7";"2";"-77";"None";"1";"2";"1";"1";"1";"1";"1";"1";"1";"1";"1";"2";"1";"2";"2";"2";"1";"1";"1";"1";"1";"1";"1";"1";"2";"1";"1";"2";"2";"1";"2";"1";"2";"1";"1";"1";"1";"1";"1";"1";"5";"6";"7";"2";"2";"5";"6";"6";"2";"1";"1";"2";"5";"2";"1";"6";"3";"5";"3";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36";"-77";"0";"0";"-77";"0";"0";"0";"0";"0";"0";"0";"-77";"-77";"-77";"-77";"0";"-77";"0";"6941339,6941340,6914690,6914691,6941327,6941328,6941320,6941326,6941344,6944524,6944525,6944526,6944527,6941323,6915836,6915027,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6945209,6915840,6915821,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915841,6945204,6941335,6941336,6941337,6900361";"1";"0";"0";"-77";"-77";"f17714352f31e167b1956654c72068f9";"2";"0";"1627472576";"2021-07-28 11:42:56";"2021-07-28 11:57:54";"0000-00-00 00:00:00";"54";"602";"773";"342";"630";"804";"134";"324";"150";"126";"867";"887";"898";"44";"182";"197";"854";"614";"fddde58128ee48dba9e5d2f138bb252c"
"32";"0";"0";"31";"6900361";"-77";"350";"1";"2";"1";"60fb0c0d7c128abf4320a3a0";"8";"8";"6";"8";"9";"2";"3";"2";"2";"4";"3";"5";"2";"2";"4";"5";"2";"2";"40";"2";"healthcare";"`26";"1";"-77";"7";"2";"-77";"no";"1";"1";"2";"2";"1";"1";"2";"2";"1";"2";"1";"2";"1";"1";"1";"1";"1";"2";"1";"1";"1";"2";"1";"2";"2";"1";"1";"2";"2";"1";"2";"1";"2";"1";"1";"2";"1";"1";"1";"2";"5";"7";"7";"6";"2";"6";"4";"5";"1";"1";"1";"6";"4";"3";"7";"5";"6";"3";"6";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36";"-77";"0";"0";"-77";"0";"0";"0";"0";"0";"0";"0";"-77";"-77";"-77";"-77";"0";"-77";"0";"6941339,6941340,6914690,6914691,6941327,6941328,6941320,6941326,6941344,6944524,6944525,6944526,6944527,6941323,6915836,6915027,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6945209,6915840,6915821,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915841,6945204,6941335,6941336,6941337,6900361";"1";"1";"0";"-77";"-77";"ac5f7cb3031aba42875a6204ef958724";"2";"0";"1627472593";"2021-07-28 11:43:13";"2021-07-28 11:49:03";"0000-00-00 00:00:00";"10";"212";"287";"139";"223";"307";"18";"131";"24";"13";"330";"346";"350";"4";"34";"41";"320";"218";"dfd6000bcdcdeea54f529a76a15ac2c3"
"33";"0";"0";"31";"6914692";"-77";"27";"-77";"1";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:89.0) Gecko/20100101 Firefox/89.0";"-77";"0";"0";"-77";"0";"0";"0";"0";"0";"0";"0";"-77";"-77";"-77";"-77";"0";"-77";"0";"6941339,6941340,6914690,6914691,6914692";"0";"1";"0";"-77";"-77";"d7cb96b3ad64d4631a83ceb6eaee4df8";"2";"0";"1627472612";"2021-07-28 11:43:32";"2021-07-28 11:43:59";"0000-00-00 00:00:00";"27";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"12";"0";"0";"0";"0";"-77"
"34";"0";"0";"31";"6900361";"-77";"528";"2";"2";"1";"61005a9bfd2f14f18ef7ec7d";"6";"6";"6";"5";"7";"2";"5";"4";"5";"4";"4";"1";"4";"4";"2";"3";"9";"9";"3";"1";"Mechanical Engineer";"24";"1";"-77";"7";"2";"-77";"-77";"2";"1";"1";"2";"1";"2";"1";"2";"2";"1";"2";"1";"1";"2";"1";"2";"1";"1";"1";"2";"1";"2";"1";"1";"2";"1";"2";"1";"2";"2";"1";"1";"2";"2";"1";"2";"2";"2";"1";"1";"6";"4";"5";"6";"3";"6";"3";"5";"5";"2";"3";"3";"5";"5";"4";"4";"5";"2";"5";"2";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36 Edg/92.0.902.55";"-77";"0";"0";"-77";"0";"0";"0";"0";"0";"0";"0";"-77";"-77";"-77";"-77";"0";"-77";"0";"6941339,6941340,6914690,6914691,6941327,6941328,6941320,6941326,6941344,6944524,6944525,6944527,6944528,6941323,6915836,6915027,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6945209,6915840,6915821,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915841,6945204,6941335,6941336,6941337,6900361";"1";"1";"0";"-77";"-77";"8be81120d22401fdc301ae7c25078e9e";"2";"0";"1627472615";"2021-07-28 11:43:35";"2021-07-28 11:52:23";"0000-00-00 00:00:00";"10";"336";"450";"193";"355";"476";"21";"182";"33";"14";"514";"525";"528";"5";"53";"58";"498";"344";"e0306e24ffb3b4313f04581df46b09c7"
"35";"0";"0";"31";"6900361";"-77";"741";"2";"2";"1";"61011ad7b97ec3280f5594a1";"1";"1";"1";"1";"2";"2";"3";"4";"4";"2";"4";"2";"4";"3";"4";"5";"8";"8";"2";"1";"retail";"19";"1";"-77";"7";"2";"-77";"Well put together!";"2";"1";"2";"2";"1";"2";"2";"1";"2";"2";"2";"2";"1";"2";"2";"1";"1";"1";"2";"1";"2";"2";"1";"2";"1";"1";"2";"1";"2";"2";"1";"1";"2";"2";"1";"1";"1";"1";"1";"2";"3";"6";"5";"3";"2";"5";"5";"7";"2";"7";"6";"5";"1";"6";"4";"6";"5";"3";"6";"6";"Mozilla/5.0 (X11; CrOS x86_64 13904.66.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36";"-77";"0";"0";"-77";"0";"0";"0";"0";"0";"0";"0";"-77";"-77";"-77";"-77";"0";"-77";"0";"6941339,6941340,6914690,6914691,6941327,6941328,6941320,6941326,6941344,6944524,6944525,6944527,6944528,6941323,6915836,6915027,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6945209,6915840,6915821,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915841,6945204,6941335,6941336,6941337,6900361";"0";"0";"0";"-77";"-77";"83878adf91bf583b33f82918e9760262";"2";"0";"1627472625";"2021-07-28 11:43:45";"2021-07-28 11:56:06";"0000-00-00 00:00:00";"65";"438";"606";"320";"475";"649";"81";"285";"108";"77";"697";"723";"741";"48";"147";"174";"677";"456";"308ccc08e2de75eef7369c1a18137114"
"36";"0";"0";"31";"6900361";"-77";"503";"1";"2";"1";"5d53acb6b2f5ae001ac4614c";"7";"8";"9";"7";"7";"1";"3";"5";"1";"4";"3";"5";"2";"5";"4";"5";"1";"1";"40";"2";"IT Manager";"34";"1";"-77";"7";"2";"-77";"Was fun to complete. ";"2";"2";"1";"2";"2";"2";"2";"1";"2";"1";"1";"2";"1";"2";"2";"1";"2";"1";"2";"2";"2";"1";"1";"2";"2";"2";"2";"1";"2";"2";"2";"1";"2";"2";"2";"2";"1";"2";"2";"2";"5";"6";"5";"3";"1";"5";"4";"6";"4";"1";"5";"4";"5";"6";"1";"6";"3";"2";"4";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36 Edg/92.0.902.55";"-77";"0";"0";"-77";"0";"0";"0";"0";"0";"0";"0";"-77";"-77";"-77";"-77";"0";"-77";"0";"6941339,6941340,6914690,6914691,6941327,6941328,6941320,6941326,6941344,6944524,6944525,6944526,6944527,6941323,6915836,6915027,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6945209,6915840,6915821,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915841,6945204,6941335,6941336,6941337,6900361";"1";"1";"0";"-77";"-77";"1a2ca49043459cade0e93e5e26dd8ce5";"2";"0";"1627472644";"2021-07-28 11:44:04";"2021-07-28 11:52:27";"0000-00-00 00:00:00";"13";"289";"388";"170";"296";"415";"25";"162";"30";"17";"439";"495";"503";"9";"41";"50";"427";"292";"8f134e143ac7b4979796401511f331e2"
"37";"0";"0";"31";"6900361";"-77";"1523";"1";"2";"1";"61008706faeb03e92fbe14e4";"4";"4";"2";"3";"4";"2";"4";"2";"3";"3";"5";"4";"5";"4";"5";"5";"7";"7";"25";"2";"Intern & Full time university student ";"21";"1";"-77";"7";"2";"-77";"-77";"1";"2";"1";"2";"1";"1";"2";"1";"2";"1";"1";"1";"2";"2";"1";"2";"1";"1";"1";"1";"1";"2";"1";"2";"2";"1";"1";"1";"2";"2";"2";"1";"2";"1";"2";"1";"1";"2";"1";"2";"3";"7";"3";"5";"4";"7";"2";"6";"5";"1";"2";"3";"5";"7";"2";"7";"7";"2";"4";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36";"-77";"0";"0";"-77";"0";"0";"0";"0";"0";"0";"0";"-77";"-77";"-77";"-77";"0";"-77";"0";"6941339,6941340,6914690,6914691,6941327,6941328,6941320,6941326,6941344,6944524,6944525,6944526,6944527,6941323,6915836,6915027,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6945209,6915840,6915821,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915841,6945204,6941335,6941336,6941337,6900361";"1";"1";"0";"-77";"-77";"ef3b4e145193b2c03b7693cef875cb9f";"2";"0";"1627472671";"2021-07-28 11:44:31";"2021-07-28 12:09:54";"0000-00-00 00:00:00";"104";"1218";"1381";"874";"1255";"1425";"178";"863";"189";"162";"1496";"1519";"1523";"37";"227";"244";"1456";"1239";"76e7360d1b5ab53c1d8f2a22177bf08b"
"38";"0";"0";"31";"6900361";"-77";"553";"1";"2";"1";"60ff78727462d5cb97294d8a";"9";"8";"7";"9";"9";"2";"5";"4";"4";"3";"2";"1";"2";"5";"5";"5";"1";"1";"30";"2";"Tutor";"24";"1";"-77";"7";"2";"-77";"-77";"2";"2";"1";"2";"2";"1";"1";"1";"2";"2";"1";"1";"1";"1";"1";"2";"2";"1";"1";"2";"2";"2";"2";"2";"2";"1";"1";"2";"2";"2";"2";"2";"2";"1";"1";"1";"1";"1";"1";"2";"5";"5";"6";"2";"1";"7";"4";"6";"6";"1";"5";"5";"5";"5";"7";"2";"2";"2";"2";"2";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.107 Safari/537.36";"-77";"0";"0";"-77";"0";"0";"0";"0";"0";"0";"0";"-77";"-77";"-77";"-77";"0";"-77";"0";"6941339,6941340,6914690,6914691,6941327,6941328,6941320,6941326,6941344,6944524,6944525,6944526,6944527,6941323,6915836,6915027,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6915068,6945209,6915840,6915821,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915822,6915841,6945204,6941335,6941336,6941337,6900361";"0";"1";"0";"-77";"-77";"f77d50dbde53e1caa93f018fe229d653";"2";"0";"1627472694";"2021-07-28 11:44:54";"2021-07-28 11:54:07";"0000-00-00 00:00:00";"14";"335";"464";"209";"375";"499";"23";"191";"63";"19";"531";"551";"553";"5";"79";"90";"521";"349";"5fa8b9bdbac753b566a5cfa8697cf0e7"
